Gene stable ID	Gene name	GO term accession
ENSMUSG00000060601	Nr1h2	GO:0001228
ENSMUSG00000060601	Nr1h2	GO:0001228
ENSMUSG00000060601	Nr1h2	GO:0001228
ENSMUSG00000060601	Nr1h2	GO:0001228
ENSMUSG00000027552	E2f5	GO:0001216
ENSMUSG00000027552	E2f5	GO:0001216
ENSMUSG00000025927	Tfap2b	GO:0001228
ENSMUSG00000025927	Tfap2b	GO:0001228
ENSMUSG00000025927	Tfap2b	GO:0001228
ENSMUSG00000024985	Tcf7l2	GO:0001228
ENSMUSG00000019878	Hsf2	GO:0001228
ENSMUSG00000019878	Hsf2	GO:0001228
ENSMUSG00000030199	Etv6	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000036602	Alx1	GO:0001228
ENSMUSG00000029026	Trp73	GO:0001228
ENSMUSG00000029026	Trp73	GO:0001228
ENSMUSG00000029026	Trp73	GO:0001228
ENSMUSG00000029026	Trp73	GO:0001228
ENSMUSG00000029026	Trp73	GO:0001228
